content_ko	content_en
내가 절대로 어기지 않을 도덕적 신념 세 가지는?	What are three moral beliefs I will never break?
돈으로 살 수 없는 것은?	What can't be bought with money?
천국이 존재한다면 어떤 모습일까?	If heaven exists, what would it look like?
사람을 아름답게 하는 것은?	What makes a person beautiful?
사랑은 어떤 느낌인가?	What does love feel like?
이번 주에 나를 웃게한 것은?	What made me laugh this week?
나에게 가장 동기부여가 되는 것은?	What motivates me the most?
사랑이 지속되게 하는 것은 무엇인가?	What keeps love going?
내 인생에서 가장 부족한 것은?	What is most lacking in my life?
가장 동경하는 연예인은?	Who is the celebrity I admire the most?
전 세계가 나를 30초 동안 주목한다면 무슨 말을 할까?	If the whole world paid attention to me for 30 seconds, what would I say?
냉장고 안에 무엇이 있는가?	What is in my refrigerator?
인간의 발명품을 한 가지 없앨 수 있다면 무엇을 없애겠는가?	If I could eliminate one human invention, what would it be?
하룻동안 하나의 단어만 말할 수 있다면 어떤 단어를 말하겠는가?	If I could only say one word for a day, what word would I choose?
좋아하는 친구의 특성은?	What is a characteristic I like in my friends?
가장 좋아하는 소리는?	What is my favorite sound?
자발적으로 한 말 중 가장 바보 같았던 말은?	What is the dumbest thing I have ever said voluntarily?
배워보고 싶은 언어가 있다면?	What language would I like to learn?
가장 좋아하는 음악 장르는?	What is my favorite genre of music?
친구들과 가고 싶은 여행지는?	Where would I like to travel with my friends?
나를 맛에 비유한다면 무슨 맛인가?	If I were a flavor, what would I be?
말을 하지 않고 얼마나 오래 버틸 수 있는가?	How long can I go without talking?
당장 갖고 싶은 세 가지가 있다면?	What are three things I want right now?
오늘 처음 시도해본 활동이 있다면?	What was something new I tried today?
오늘 나는 ___________이(가) 좀 더 필요했다.	Today I needed ___________ more.
오늘 있었던 일 중에서 지우고 싶은 기억이 있다면?	If there is something from today I want to erase, what is it?
내일 무엇을 할 계획인가?	What do I plan to do tomorrow?
지금 밖의 날씨는 ___________다.	What is the weather outside right now?
어제 몇 시에 잠자리에 들었는가?	What time did I go to bed last night?
오늘 하루를 동물에 비유한다면? 그 이유는 무엇인가?	If today was an animal, what would it be? Why?
오늘 하루 벌어진 일 중에서 바꾸고 싶은 게 있다면?	What is something from today I want to change?
오늘 있었던 일 중 후회하는 것은?	What do I regret about today?
오늘 나의 하루는 짠맛인가,	Is my day salty today?
생일선물로 절대 받고 싶지 않은 것이 있다면?	What is something I never want as a birthday gift?
지금 당장 사고 싶은 것은?	What do I want to buy right now?
오늘 하루를 어떻게 시작했는가?	How did I start my day?
가장 최근에 말다툼을 한 적이 있는가? 무슨 일 때문이었나?	Did I have a recent argument? What was it about?
오늘 커피를 몇 잔 마셨는가?	How many cups of coffee did I have today?
지속적으로 하고 있는 운동이 있는가?	Is there a sport I do regularly?
오늘 평소와 달랐던 점은 ___________다.	What was different about today compared to usual?
가장 좋아하는 옷은?	What is my favorite piece of clothing?
최근에 가본 새로운 곳은?	What new place have I visited recently?
가장 좋아하는 TV 프로그램은?	What is my favorite TV show?
최근에 기분 좋은 대화를 나눈 사람의 이름을 적어보자.	Write down the name of the person I had the most pleasant conversation with recently.
평소 피하려고 하는 것은 무엇인가?	What do I usually try to avoid?
가장 아끼는 신발은?	What are my most cherished shoes?
여름이 좋은가,	Do I prefer summer?
현재 읽고 있는 글이나 책이 있다면?	What am I currently reading?
계속 머릿속에 맴도는 노래가 있다면?	What song is stuck in my head?
다음에 여행하고 싶은 곳은 어디인가?	Where do I want to travel next?
마지막으로 읽은 책은?	What was the last book I read?
가장 편안하게 느껴지는 장소는?	Where do I feel most comfortable?
일요일 오전을 행복하게 보내는 나만의 비법은?	What is my secret to a happy Sunday morning?
오늘 읽은 가장 인상적인 글귀는?	What was the most impressive quote I read today?
가장 좋아하는 단어가 있다면?	What is my favorite word?
내 이름으로 삼행시를 지어보자.	Create an acrostic poem with my name.
나에게 주고 싶은 선물이 있다면?	What gift do I want to give myself?
로또에 당첨되면 가장 먼저 하고 싶은 일은?	What is the first thing I want to do if I win the lottery?
가장 좋아하는 액세서리는?	What is my favorite accessory?
가장 자신 있게 만들 수 있는 요리는?	What dish am I most confident in making?
최근 꾼 꿈 중에 인상적인 것은?	What was the most impressive dream I've had recently?
몹시 기다려지는 일이 있는가?	Is there something I'm eagerly waiting for?
마지막으로 본 TV 프로그램은?	What was the last TV show I watched?
마지막으로 가본 공연이나 콘서트는?	What was the last concert or performance I attended?
(지금 이 순간) 가장 좋아하는 단어는?	What is my favorite word at this moment?
마지막으로 들은 노래는?	What was the last song I listened to?
___________이(가) 나를 웃게 했다.	___________ made me laugh.
나에게 없어는 안 되는 인류의 발명품은?	What is an indispensable human invention for me?
오늘 하루 즐거웠는가? 그 이유는?	Was today enjoyable? Why?
오늘 나를 가장 기쁘게 한 소식은 무엇인가?	What news made me happiest today?
오늘 새롭게 알게 된 사실을 적어보자.	What new fact did I learn today?
오늘 해결한 문제를 한 가지만 적어보자.	Write down one problem I solved today.
지금 당장 전화를 걸고 싶은 사람은?	Who do I want to call right now?
내 인생을 영화로 만든다면 주인공 역은 누구로 하고 싶은가?	If my life were a movie, who would play me?
무슨 요일을 가장 좋아하는가? 그 이유는?	What is my favorite day of the week? Why?
나는 오늘 ___________을(를) 제거했다.	Today I eliminated ___________.
오늘 나에게 동기를 부여해준 일은?	What motivated me today?
내일 어디든 여행할 수 있다면 가장 가고 싶은 곳은?	If I could travel anywhere tomorrow, where would I go?
하루의 휴가가 주어진다면 무엇을 하고 싶은가?	What would I do with a day off?
오늘 감사하게 생각하는 일은?	What am I grateful for today?
금요일 밤을 보내는 나만의 가장 행복한 방법은?	What is my happiest way to spend a Friday night?
한 달 안에 이루고 싶은 목표가 있는가?	Is there a goal I want to achieve within a month?
오늘 가장 좋았던 시간은 언제인가?	What was the best time of my day?
누군가 나를 위해 요리해준 적이 있는가?	Has someone cooked for me recently?
가장 최근에 받은 손편지는 누구에게서 온 것인가?	Who sent me the last handwritten letter?
최근에 가장 많이 웃었던 적은?	When was the last time I laughed a lot?
나를 감성에 젖게 만드는 것은?	What makes me emotional?
오늘 상처받은 일이 있는가?	Did something hurt me today?
좋은 아이디어를 떠올려야 할 때 찾는 곳은?	Where do I go to brainstorm good ideas?
무작정 다가가 말을 걸고 싶은 사람이 있는가?	Is there someone I want to approach and talk to?
나를 한 단어로 표현한다면?	Describe myself in one word.
토요일 오전을 보내는 나만의 가장 행복한 방법은?	What is my happiest way to spend a Saturday morning?
내 몸 중에서 가장 마음에 드는 곳은?	What part of my body do I like the most?
5년 동안 교도소에 갇히게 된다면 입소 전날 무엇을 하고 싶은가?	If I were to be imprisoned for five years, what would I want to do the day before?
앞으로 일어날 일을 상상할 때 최선의 경우를 떠올리는 편인가, 최악의 경우를 떠올리는 편인가?	When imagining the future, do I envision the best or the worst case?
당장 기분을 좋게 하는 비법이 있는가?	Do I have a way to instantly boost my mood?
초등학교 2학년생에게 해주고 싶은 조언은?	What advice would I give to a second grader?
최근에 들은 충격적인 소식은?	What was the most shocking news I heard recently?
논리보다 직감에 의존하는 편인가?	Do I rely more on logic or intuition?
사람들의 무리한 부탁을 잘 거절하는 편인가?	Am I good at declining unreasonable requests?
좋은 소식과 나쁜 소식 중에 무엇을 먼저 듣고 싶은가?	Do I prefer hearing good news or bad news first?
나만의 기분 전환 방법은?	What is my method for changing my mood?
광적으로 좋아하는 분야가 있다면?	Is there a field I am crazy about?
나의 가장 큰 꿈은 무엇인가?	What is my biggest dream?
나는 새로운 ___________을(를) 원한다.	I want a new ___________.
